/generic_texts/(.... wav)	character	text	
osoHormiguero_3	Mujer	Tiene cuatro patas con garras y uñas fuertes que usa para abrir los hormigueros y para defenderse de los animales y cazadores que lo atacan.	
osoHormiguero_4	Mujer	Tiene una cabeza pequeña con un hocico largo y la boca ubicada en la punta. No tiene dientes.	
osoHormiguero_5	Mujer	En cambio, tiene una lengua larga y pegajosa para atrapar las hormigas. Su cola es larga y peluda.	
osoHormiguero_6	Mujer	El pelo le sirve para protegerse de las picaduras de las hormigas.	
baileOso_1	Mujer	¿Qué pasó en esta parte del cuento?	
baileOso_2	Mujer	¿Qué usó el muchacho para amenazar al oso?	
baileOso_3	Mujer	¿Qué hizo el oso para defenderse?	
toca_amenazantes	Mujer	Tocá todos los que son amenazantes	
laberinto_baile_oso	Mujer	¿Dónde están las hormigas? El oso hormiguero tiene hambre. Ayudalo a encontrar las hormigas para comer.	
baileOso7_7	Mujer	¿Qué les contó y les mostró el muchacho a sus amigos al final del cuento?	
baileOso7_8	Mujer	¿Qué empezaron a hacer los amigos?	
baileOso8_9	Mujer	¿Por qué en el Chaco dicen que así nació el baile?	
laberinto_baile_oso_2	Mujer	Ayudá al oso hormiguero a volver a su cueva en el monte.	
rompecabezas_baile_oso	Mujer	Los amigos del muchacho y otras personas del pueblo bailaron imitando al oso y al muchacho. Arma el rompecabezas para verlo!	
baileOso1_8	Mujer	En el cuento, el muchacho se asustó al ver las garras del oso porque pensó que podía hacerle una herida.	
baileOso1_9	Mujer	¿Vos te lastimaste y te hiciste una herida alguna vez?	
baileOso1_10	Mujer	Contale a tu maestra, a tus amigos o a alguien de tu familia cómo te lastimaste.	
baileOso1_11	Mujer	¿Dónde estabas? ¿Con quién? ¿Con qué te lastimaste? ¿Cómo te curaste?	
elegi_acciones_oso	Mujer	¿Qué hace el oso en el cuento?	
rompecabezas_baile_oso_2	Mujer	Armá el rompecabezas del oso hormiguero	
oscarcitoDibujo3_1	Mujer	Oscarcito dibujó al oso hormiguero y escribió oso. También escribió su nombre para que todos supieran que lo había hecho él. Ayudá a Oscarcito a escribir.	
osoHormiguero_10	Mujer	El oso hormiguero es un animal silvestre.	
osoHormiguero_11	Mujer	Los animales silvestres son animales que viven en el campo, en el monte o en la selva.	
osoHormiguero_12	Mujer	Los animales silvestres no viven adentro de una casa.	
oscarcitoDibujo4_1	Mujer	Oscarcito le mostró el dibujo del oso a la lora Uma. La lora leyó "oso". Leé con la lora. Tocá donde dice oso.	
oscarcitoDibujo5_1	Mujer	El loro también leyó “Oscarcito”. Leé con el loro. Tocá donde dice Oscarcito.	
pintar_baile_oso	Mujer	Pintá los animales silvestres.	
conejo1_1	Mujer	La leyenda cuenta que los conejos antes eran muy distintos de cómo son ahora ¿Cómo eran antes los conejos?	Material de Actividades de cuento 13
conejo2_2	Mujer	Los conejos querían ser más grandes, entonces un día un conejo fue a ver a un mago para que lo hiciera crecer ¿qué le pidió el mago que trajera?	
conejo3_3	Mujer	¿Cómo consiguió el conejo lo que el mago le pedía?	
conejo5_4	Mujer	Al final, ¿el mago hizo crecer al conejo?	
conejo6_5	Mujer	¿Cómo quedó el conejo finalmente?	
unir_animales_orejas	Mujer	Todos somos diferentes de las orejas a los pies. Juguemos, ayudá a los animales a encontrar sus orejas.	
conejo2_6	Mujer	El mago le pidió al conejo seis bigotes de tigre y una cola de mono para hacer una pócima que lo hiciera crecer	
conejo3_7	Mujer	¿Te acordás cómo engañó el conejo al tigre para sacarle los tres bigotes?	
conejo4_8	Mujer	¿Te acordás cómo engañó el conejo al mono para sacarle la cola?	
intro_pocion	Mujer	¿Sabés qué es una poción? Si no sabés, te enseño.	
pocion_1	Mujer	En los cuentos los magos, los hechiceros y las brujas usan pociones mágicas para convertir algo en otra cosa, por ejemplo un sapo saltarín en una planta con raíz.	
pocion_2	Mujer	Las pócimas también se pueden usar para cambiar el tamaño o el color de los animales o las cosas.	
pocion_3	Mujer	Para preparar una pócima se necesita un caldero grande que se calienta en el fuego.	
pocion_4	Mujer	En el caldero se mezclan, con un gran cucharón, los ingredientes de la pócima	
pocion_5	Mujer	Por ejemplo, una cola de mono y dos bigotes de tigre o un gusano, dos dientes de ajo y un pedacito de zapallo	
pocion_6	Mujer	Muchas veces para que la pócima tenga efecto, es necesario hacer unos pases de magia con una varita y decir unas palabras mágicas que se llaman conjuro.	
toca_objetos_mago	Mujer	Tocá las cosas que le pueden servir a magos, brujos y hechiceros para preparar sus pociones	
conejo5_9	Mujer	Cuando el conejo le llevó al mago los bigotes de tigre y la cola de mono ¿qué pensó el mago?	
conejo5_10	Mujer	¿Los usó para hacer crecer al conejo?	
conejo5_11	Mujer	¿Por qué el mago actuó de la forma en que lo hizo?	
toca_instrumentos_musicales	Mujer	El corno y el bongo son instrumentos musicales ¿Qué otros instrumentos conocés? Tocá los que son instrumentos musicales	
toca_termina_o	Mujer	Tocá todo lo que termina con o.	
conejo6_12	Mujer	Al final del cuento, ¿cómo quedaron las orejas del conejo, sus patas delanteras y sus ojos? ¿Por qué?	
elegi_conejo	Mujer	¿Cómo era el conejo al principio y al final del cuento?	
conejo6_13	Mujer	¿Conocen otros cuentos en los que haya magos o brujas? ¿Qué era lo que pasaba en ese o esos cuentos?	
elegi_hechizos_mago	Mujer	¿En que convirtió el mago un plato grande y redondo?	
loro_conjuro	Mujer	Bigotes de tigre, cola de mono, que desde hoy para siempre seas un loro. 	
lombriz_conjuro	Mujer	Alas de murciélago y un poco de anís, que desde hoy y para siempre seas una lombriz	
unir_conjuros	Mujer	Completá los conjuros con el nombre que rime	
viajeEspacio1_1	Mujer	¿Dónde vivía Melisa?	Material de Actividades de Cuento 14
viajeEspacio2_2	Mujer	¿A qué jugaban Melisa y su hermano?	
viajeEspacio3_3	Mujer	¿Qué pasó cuando fueron a sacar las bolitas del cráter? ¿Por qué?	
viajeEspacio3_4	Mujer	¿Cómo se dieron cuenta?	
contar_viaje_espacio_1	Mujer	Ayudá a Melisa a contar cuantas bolitas violetas hay	
contar_viaje_espacio_2	Mujer	Ayudá a Melisa a contar cuantas bolitas verdes hay	
contar_viaje_espacio_3	Mujer	Ayudá a Melisa a contar cuantas bolitas amarillas hay	
ordenar_viaje_espacio_1	Mujer	A Oscarcito le dieron ganas de jugar a las bolitas. ¿Lo ayudás? Ordená los pasos para jugar a la bolita.	
ordenar_viaje_espacio_2	Mujer	Se hace un pocito en la tierra.	
ordenar_viaje_espacio_3	Mujer	Se reparten 2 o más bolitas para cada jugador	
ordenar_viaje_espacio_4	Mujer	El primer jugador tira una bolita intentando embocarla en el pocito.	
ordenar_viaje_espacio_5	Mujer	Luego tira su bolita el segundo jugador	
ordenar_viaje_espacio_6	Mujer	Gana el que primero mete todas las bolitas en el pocito.	
presentacionLetraS_1	Mujer	Sssssss	
presentacionLetraS_2	Mujer	¡Saltarina!	
viajeEspacio3_7	Mujer	En el cuento, las bolitas de Melisa y su hermano se cayeron del Planeta Verde porque el cráter donde las embocaban no tenía fondo	
viajeEspacio4_8	Mujer	¿A dónde fue primero Melisa a buscar las bolitas?	
viajeEspacio4_9	Mujer	¿Qué pensó Doña Pepa que eran las bolitas?	
viajeEspacio4_10	Mujer	¿Por qué las bolitas volvieron a caerse al planeta de abajo?	
viajeEspacio5_11	Mujer	¿Qué hizo Melisa?	
rompecabezas_viaje_espacio	Mujer	En el lugar donde vive Melisa los planetas están uno debajo del otro. Armá el rompecabezas para ver cómo están ordenados	
intro_repeat_planetas	Mujer	¿Sabías que en nuestro sistema solar hay 8 planetas y que giran alrededor del sol?	
viajeEspacio5_12	Mujer	Cuando Melisa llegó al Planeta Azul, Doña Pepa ya había mandado las bolitas al planeta de abajo, el Amarilllo.	
viajeEspacio6_13	Mujer	¿Qué pasó cuando las bolitas llegaron al Planeta Amarillo?	
viajeEspacio6_14	Mujer	¿Cómo se sintió Don Pancho cuando las bolitas lo golpearon?	
viajeEspacio6_15	Mujer	¿Qué hizo Don Pancho con las bolitas?	
uni_transporte_medio	Mujer	¿Por dónde viaja cada uno? Llevá el medio de transporte al lugar por donde viaja.	
toca_termina_igual	Mujer	Tocá todo lo que termina igual.	
viajeEspacio7_16	Mujer	Cuando Melisa llegó al Planeta Amarillo, Don Pancho ya había mandado las bolitas al planeta de abajo, el Planeta Violeta.	
viajeEspacio7_17	Mujer	¿Con quién se encontró Melisa en el Planeta Violeta?	
viajeEspacio7_18	Mujer	¿Qué hizo Doña Temis con las bolitas?	
viajeEspacio7_19	Mujer	¿A quién se las envió?	
viajeEspacio8_20	Mujer	¿Qué descubrió Melisa al regresar a su planeta?	
laberinto_viaje_espacio	Mujer	Ayudá a Melisa a regresar a su planeta	
toca_cosas_cielo	Mujer	Oscarcito se puso a mirar el cielo. ¿Qué cosas podemos encontrar en el cielo? Tocá lo que podemos encontrar en el cielo.	
genioBotella3_1	Hombre	¿Quién era Abul? ¿Dónde vivía?	Material de Actividades de Cuento 15
genioBotella1_3	Hombre	¿Qué encontró Abul en la arena? ¿Qué deseo le pidió Abul al genio de la botella?	
genio_botella_4	Hombre	¿Logró cumplir su deseo?	
genioBotella_1	Hombre	¿Qué pasó en esta parte del cuento?	
genioBotella_2	Hombre	¿Qué deseo le pidió Abul al genio de la botella?	
genioBotella_3	Hombre	¿Y a vos, qué deseo te gustaría pedir?	
intro_desierto	Hombre	Abul y su familia vivían en el desierto. ¿Querés conocer más sobre el desierto?	
desierto_1	Mujer	El desierto es un lugar donde hace mucho calor y hay poca agua, llueve muy poco.	
desierto2_2	Mujer	Hay pocos animales y plantas porque no tienen agua para vivir.	
desierto3_3	Mujer	Hay montañas de arena que se llaman dunas	
pintar_genio_botella	Hombre	Pintá todo lo que empieza como mar.	
genio_botella_5	Hombre	Cuando regresaba de viaje el papá de Abul le contaba historias. La historia que más le gustaba a Abul era sobre el mar.	
genio_botella_6	Hombre	¿Cuál es tu historia preferida? ¿De qué se trata?	
genio_botella_7	Hombre	¿Quién te la cuenta?	
toca_cosas_protegerse_sol	Hombre	En el desierto el sol brilla muy fuerte y hace mucho calor. Tocá todo lo que puede usarse para protegerse del sol.	
rompecabezas_genio_botella	Hombre	En el cuento Abul y su papá viajan en camello. Armá el rompecabezas del camello.	
intro_camello	Hombre	¿Querés saber más sobre los camellos?	
camello1_1	Mujer	Los camellos tienen joroba con grasa para mantenerse frescos.	
camello2_2	Mujer	Los camellos tienen orejas pequeñas y peludas para que no les entre arena.	
camello3_3	Mujer	Los camellos tienen ojos con pestañas y cejas peludas para protegerse del sol y de la arena.	
camello4_4	Mujer	Los camellos tienen boca con labios fuertes para comer plantas con espinas.	
camello5_5	Mujer	Los camellos tienen patas largas y fuertes para caminar mucho y llevar cargas pesadas.	
genioBotella2_8	Nasheli	¿Qué hizo Abul cuando llegó a la playa y se acercó al mar? ¿Cómo se sintió?	
genioBotella2_9	Nasheli	¿A vos, qué te hace sentir feliz?	
laberinto_genio_botella	Hombre	Abul tenía muchas ganas de conocer el mar, pero quedaba muy lejos. El genio cumplió el deseo de Abul y lo llevó a conocer el mar. Ayudá a Abul a viajar hasta el mar.	
contar_genio_botella	Hombre	El papá de Abul tiene que entregar un cargamento de alfombras. ¿Cuántas alfombras hay?	
genioBotella3_10	Hombre	A Abul le gustaba jugar a hacer castillos de arena y tirarse por las dunas como si fueran un tobogán.	
genioBotella3_11	Hombre	¿A vos a qué te gusta jugar? ¿Cómo se juega?	
genioBotella3_12	Hombre	¿Con quién jugás? ¿Dónde jugás? 	
elegi_genio_botella	Hombre	¿Qué hizo Abul durante el viaje?	
escuchar_cancion_oscarcito	Hombre	Escuchá cómo canta la canción Oscarcito. Cantala como hace Oscarcito.	
escribir_genio_botella	Hombre	Oscarcito tampoco conoce el mar y quiere mandarle un mensaje al genio de la botella para que le cumpla el deseo. Ayudá a Oscarcito a escribir mar.	
tocar_cosas_vuelan	Hombre	En el cuento Abul y el genio volaron en la alfombra para llegar al mar. Tocá las cosas que pueden volar como la alfombra del genio.	
toca_cosas_desierto	Hombre	Tocá todo lo que podemos encontrar en el desierto.	
tip_ordenar	Hombre	Ordená la secuencia según corresponda	
tip_contar	Mujer	Contá cuántos objetos hay y tocá el número que corresponda.	
toca_empieza_diferente	Mujer	Decí vos como la lora Uma estas palabras. Tocá la que empieza diferente a las demás.	
loroPresentacionL1A_1	Mujer	Aaaaa...	
loroPresentacionL1A_2	Mujer	¡acelga!	
tip_presentar_letraL2	Nasheli	Aprendemos las letras con Uma.	
loroPresentacionL1O_1	Mujer	Oooooo....	
loroPresentacionL1O_2	Mujer	¡Oscarcito!	
loroPresentacionL1U_2	Oscarcito	¿Y tu nombre cómo empieza?	
letraIL2_1	Hombre	Iiiiiiiiiiiiiiii	
letraIL2_2	Hombre	¡Pis!	
completa_cancion	Oscarcito	Completá la canción, yo te ayudo.	
completa_cancion_solo	Oscarcito	Ahora completá la canción vos.	
escribir_sol	Mujer	Oscarcito le mostró el dibujo de su nave viajando alrededor del sol a Uma. La lora leyó “SOL”. Leé con la lora. Tocá donde dice sol. 	
escribir_sol1	Mujer	Después de escuchar el cuento, Oscarcito dibujó una nave viajando alrededor del sol. Ahora quiere escribir la palabra “SOL” . ¿Lo ayudás a Oscarcito a escribir? Arrastrá la letra que falta para completar la palabra.	
tocar_planeta	Mujer	Escuchá los nombres que dice la lora y tocá los que terminan como PLANETA.	
unir_animal_dibujo	Mujer	Uní la rima de cada animal con su dibujo	
letraR_1	Mujer	Rrrrrrr	
letraR_2	Mujer	¡ratón!	
letraML2_1	Mujer	Mmmmm	
letraML2_2	Mujer	¡Mano!	
letraS2L2_1	Mujer	Ssssssss	
letraS2L2_2	Mujer	¡Sapo!	
letraE_1	Mujer	Eeeeee	
letraE_2	Mujer	Elefante	
planetas_2	Mujer	Desde el Sol, el primer planeta es Mercurio. El segundo es Venus.	
planetas_3	Mujer	El tercero es la Tierra. Acá vivimos nosotros.	
planetas_4	Mujer	El cuarto es Marte. El quinto es Júpiter.	
planetas_5	Mujer	El sexto es Saturno. El séptimo es Urano, y el último, el octavo, es Neptuno.	
planetas_1	Mujer	¿Sabías que en nuestro sistema solar hay 8 planetas y que giran alrededor del sol? Escuchá cómo se llaman cada uno.	
toca_isla	Mujer	Oscarcito le mostró el dibujo de la isla a la lora Uma. La lora leyó isla. Leé con la lora. Tocá donde dice isla.	
toca_mapa	Mujer	La lora también leyó mapa. Leé con la lora. Tocá donde dice mapa.	
toca_pez	Mujer	Tocá donde dice mono.	
toca_mono	Mujer	Tocá donde dice isla.	
arrastrar_rio_pez	Mujer	¿Empiezan como río o como pez? Arrastrá los objetos al lado de río si empieza como Río y al lado de Pez, si empiezan como pez.	
aprender_barquito	Mujer	¿Querés aprender a hacer un barquito de papel? Mirá estas instrucciones	
barquitoPapel1_1	Mujer	Conseguí una hoja de papel.	
barquitoPapel2_2	Mujer	Doblá el papel por la mitad.	
barquitoPapel3_3	Mujer	Doblá los bordes de los costados hacia el centro.	
barquitoPapel4_4	Mujer	Doblá los bordes de abajo hacia arriba formando un sombrero.	
barquitoPapel5_5	Mujer	Tomalo de las puntas y empujá hacia adentro hasta juntar las dos puntas.	
barquitoPapel6_6	Mujer	Doblá la parte de abajo por delante y por detrás.	
barquitoPapel7_7	Mujer	Otra vez, tomá las dos puntas y empujalas hacia adentro hasta juntarlas.	
barquitoPapel8_8	Mujer	Tirá de las dos puntas de arriba hacia afuera.	
barquitoPapel9_9	Mujer	¡Y ya está! Ahí tenés un barquito. Podés ir a probarlo a un charquito.	
barquitoPapel10_10	Mujer	Jala los lados hacia fuera y ahi lo tenes, un barquito!	
aprenderBichos	Mujer	¿Querés aprender más sobre bichos?	
arrastrar_oso_abeja	Mujer	¿Empiezan como oso o como abeja? Arrastrá los objetos al lado de oso si empieza como Oso y al lado de Abeja, si empiezan como abeja.	
deci_toca_diferente	Mujer	Decí vos, como la lora Uma estas palabras. Tocá la que empieza diferente a las demás.	
toca_terminan_ave	Mujer	Escuchá atentamente.Tocá las palabras que terminan como Ave.	
distinto_tocalo	Mujer	Entre estos personajes hay uno que es distinto a los demás. Tocá el personaje que es distinto.	
rompecabezas_baile	Mujer	Los amigos del muchacho y otras personas del pueblo bailaron imitando al oso y al muchacho. Armá el rompecabezas para ver bailar a los vecinos del pueblo.	
toca_termina_ave	Mujer	Escuchá atentamente y tocá los que terminan como ave.	
toca_palabra_termina_a	Mujer	Tocá todo lo que termina como ala.	
arrastrar_elefante_azul	Mujer	¿Empiezan como elefante o como azul? Arrastrá los objetos al lado de elefante si empieza como Elefante y al lado de Azul, si empiezan como azul.	
toca_termina_e	Mujer	Tocá todo lo que termine como ave.	
frase_palabra-rio	Mujer	Tocá donde dice río.	
frase_palabra-rama	Mujer	Tocá donde dice rama.	
toca_uni_rima	Mujer	Tocá para escuchar las palabras y uní las que riman.	
mira_imagenes	Mujer	Mirá estas imágenes.	
leer_mar	Mujer	Ayudá a la lora Uma a leer el mensaje que Oscarcito le mandó al genio de la botella. Tocá donde dice MAR.	
toca_empieza_mar	Mujer	Nombrá estos dibujos como la lora Uma y tocá los que empiezan como MAR.	
descripcionPirata1_1	Mujer	Los piratas tienen un sombrero con un dibujo de una calavera	
descripcionPirata2_2	Mujer	Muchos piratas usaban barba y bigotes	
descripcionPirata3_3	Mujer	Muchos piratas se lastimaban un ojo y usaban un parche para cubrirlo.	
descripcionPirata4_4	Mujer	Muchos piratas, en las batallas, se lastimaban una pierna y usaban una pata de palo en su lugar.	
descripcionPirata5_5	Mujer	Muchos piratas, en las batallas, se lastimaban una mano y usaban un garfio en su lugar.	
descripcionPirata6_6	Mujer	Muchos piratas hacían mapas para recordar dónde escondían sus tesoros	
escribir_risa	Mujer	El ñandú corre y el pajarito vuela. Oscarcito dibujó al ñandú y al pajarito, y al lado escribió lo que hace cada uno. Ayudá a Oscarcito a escribir. La lora Uma dice la palabra y vos, completá la letra que falta.	
toca_dice	Mujer	Tocá donde dice...	
tip_repeat_with_cardL2	Mujer	¡Repetí cada palabra!	
presentacion_estaciones	Mujer	¿Sabés cuáles son las estaciones del año?	
