story_id	name	folder	audioClip	texts	duration	display 0=Full 1=solo audio 2= solo texto		character
				Cuando llegó el día de la carrera, se prepararon todos los competidores en la línea de largada.	0:30			
				Sacudieron las alas y estiraron sus cogotes para aliviar los nervios. De pronto, se paró en el medio del grupo, un animal que se notaba que era un ave.	0:41			
				Tenía pico, plumas y dos patas, pero su cuerpo era tan robusto y alto que todos quedaron asombrados, con el pico abierto.	0:51			
				Un pajarito atrevido y curioso le preguntó:_- Y usted... ¿qué ave es?_El ave, en tono serio y en voz muy alta, le contestó:_- Soy el ñandú y vengo a participar de la carrera.	1:06			
				Todas las aves que se habían preparado para la largada, retrocedieron y se dispersaron. Tan imponente animal les causó miedo y pensaron que nadie podría desafiar a semejante ejemplar de ave.	1:21			
				Un rato después, aunque parecía que la carrera se suspendería, el ñandú permanecía amenazante esperando que alguien se animara a competir con él.	1:31			
				De pronto, un pajarito común se arrimó y dijo:_- Yo correré contra el ñandú._Cuando dieron la orden de largada, el pájaro alzó el vuelo con facilidad y avanzó velozmente alcanzando gran altura. 	1:44			
				En cambio, el ñandú corrió muy rápido, pero por más que agitó fuertemente sus enormes alas, no pudo elevar su pesado cuerpo ni un poquito.	1:53			
				El pájaro, por supuesto, llegó antes a la meta y se paró a mirar los esfuerzos que hacía el ñandú queriendo volar.	2:01			
				Le causó mucha gracia pero trató de contener la risa, al igual que las demás aves. Cuando el ñandú llegó a la meta, uno de los pajaritos, el más gracioso, no aguantó más y comenzó a reírse.	2:13			
				Los otros pajaritos se contagiaron y, de tanto que se rieron, la risa se convirtió en silbido.				
risa_pajaros:5	La Risa de los Pájaros	risa_pajaros	easy	vacio	0:07	0		Mujer
pedro_globo	Pedro y el Globo	pedro_globo	easy	Pedro iba todos los días a jugar a la plaza de su barrio. Tenía hamacas, toboganes y subibajas.	0:10	1		Mujer
				Una tarde de primavera, al llegar a la plaza, se encontró con un payaso que repartía globos a los chicos. Pedro se acercó al payaso y le pidió un inmenso globo rojo.	0:23			
				-Este globo es muy grande y tiene mucha fuerza: es un globo especial - le contó el payaso - ¿Te animás a pasear con él?	0:34			
				Pedro tomó rápidamente el globo y muy contento se dirigió a las hamacas. De pronto, sintió que sus pies no tocaban el piso. ¡Estaba caminando en el aire!	0:48			
				El globo tiraba de él y lo levantaba. ¡Estaba volando! Pasó cerca de un gato y Pedro y quiso agarrarse de él. Pero el globo tenía mucha fuerza y los levantó a los dos.	1:03			
				Cada vez estaban más alto. Tan alto, tan alto que casi habían llegado a las copas de los árboles.	1:12			
				El gato asustado, intentó tomarse de la rama más alta con la cola. Pero el globo tenía tanta fuerza que la rama se rompió y el globo, Pedro, el gato y la rama siguieron subiendo.	1:28			
				Cuando estaban a la altura de las nubes, Pedro vio un barrilete de colores brillantes que bailaba en el cielo.	1:36			
				La cola del barrilete se enredó en la rama y todos siguieron volando. De pronto, pasó un pájaro blanco de alas muy grandes y pico naranja.	1:48			
				El pájaro miró asombrado el globo, a Pedro, el gato, la rama y el barrilete y les preguntó: "¿Qué clase de pájaro son ustedes? ¿Qué hacen volando en el cielo?"	2:01			
				- El globo nos llevó a pasear - le contó Pedro - Pero ya es tarde y quiero volver a casa._Entonces el pájaro tomó la cola del barrilete con su gran pico y empezó a descender.	2:15			
				¡Tenía más fuerza que el globo! Pronto llegaron a la plaza.				
pedro_globo:2	Pedro y el Globo	pedro_globo	easy	Pedro iba todos los días a jugar a la plaza de su barrio. Tenía hamacas, toboganes y subibajas.	0:10	0		Mujer
				Una tarde de primavera, al llegar a la plaza, se encontró con un payaso que repartía globos a los chicos. Pedro se acercó al payaso y le pidió un inmenso globo rojo.	0:24			
				-Este globo es muy grande y tiene mucha fuerza: es un globo especial - le contó el payaso - ¿Te animás a pasear con él?	0:36			
				Pedro tomó rápidamente el globo y muy contento se dirigió a las hamacas. De pronto, sintió que sus pies no tocaban el piso. ¡Estaba caminando en el aire!	0:49			
				El globo tiraba de él y lo levantaba. ¡Estaba volando! Pasó cerca de un gato y Pedro y quiso agarrarse de él. Pero el globo tenía mucha fuerza y los levantó a los dos.	1:03			
				Cada vez estaban más alto. Tan alto, tan alto que casi habían llegado a las copas de los árboles.	1:12			
				El gato asustado, intentó tomarse de la rama más alta con la cola. Pero el globo tenía tanta fuerza que la rama se rompió y el globo, Pedro, el gato y la rama siguieron subiendo.	1:28			
				Cuando estaban a la altura de las nubes, Pedro vio un barrilete de colores brillantes que bailaba en el cielo.	1:36			
				La cola del barrilete se enredó en la rama y todos siguieron volando. De pronto, pasó un pájaro blanco de alas muy grandes y pico naranja.	1:48			
				El pájaro miró asombrado el globo, a Pedro, el gato, la rama y el barrilete y les preguntó: "¿Qué clase de pájaro son ustedes? ¿Qué hacen volando en el cielo?"	2:01			
				- El globo nos llevó a pasear - le contó Pedro - Pero ya es tarde y quiero volver a casa._Entonces el pájaro tomó la cola del barrilete con su gran pico y empezó a descender.	2:15			
				¡Tenía más fuerza que el globo! Pronto llegaron a la plaza.				
pedro_globo:3	Pedro y el Globo	pedro_globo	easy	Pedro iba todos los días a jugar a la plaza de su barrio. Tenía hamacas, toboganes y subibajas.	0:10	0		Mujer
				Una tarde de primavera, al llegar a la plaza, se encontró con un payaso que repartía globos a los chicos. Pedro se acercó al payaso y le pidió un inmenso globo rojo.	0:23			
				-Este globo es muy grande y tiene mucha fuerza: es un globo especial - le contó el payaso - ¿Te animás a pasear con él?	0:34			
				Pedro tomó rápidamente el globo y muy contento se dirigió a las hamacas. De pronto, sintió que sus pies no tocaban el piso. ¡Estaba caminando en el aire!	0:48			
				El globo tiraba de él y lo levantaba. ¡Estaba volando! Pasó cerca de un gato y Pedro y quiso agarrarse de él. Pero el globo tenía mucha fuerza y los levantó a los dos.	1:03			
				Cada vez estaban más alto. Tan alto, tan alto que casi habían llegado a las copas de los árboles.	1:12			
				El gato asustado, intentó tomarse de la rama más alta con la cola. Pero el globo tenía tanta fuerza que la rama se rompió y el globo, Pedro, el gato y la rama siguieron subiendo.	1:28			
				Cuando estaban a la altura de las nubes, Pedro vio un barrilete de colores brillantes que bailaba en el cielo.	1:36			
				La cola del barrilete se enredó en la rama y todos siguieron volando. De pronto, pasó un pájaro blanco de alas muy grandes y pico naranja.	1:48			
				El pájaro miró asombrado el globo, a Pedro, el gato, la rama y el barrilete y les preguntó: "¿Qué clase de pájaro son ustedes? ¿Qué hacen volando en el cielo?"	2:01			
				- El globo nos llevó a pasear - le contó Pedro - Pero ya es tarde y quiero volver a casa._Entonces el pájaro tomó la cola del barrilete con su gran pico y empezó a descender.	2:15			
				¡Tenía más fuerza que el globo! Pronto llegaron a la plaza.				
pedro_globo:4	Pedro y el Globo	pedro_globo	easy	Pedro iba todos los días a jugar a la plaza de su barrio. Tenía hamacas, toboganes y subibajas.	0:10	0		Mujer
				Una tarde de primavera, al llegar a la plaza, se encontró con un payaso que repartía globos a los chicos. Pedro se acercó al payaso y le pidió un inmenso globo rojo.	0:23			
				-Este globo es muy grande y tiene mucha fuerza: es un globo especial - le contó el payaso - ¿Te animás a pasear con él?	0:34			
				Pedro tomó rápidamente el globo y muy contento se dirigió a las hamacas. De pronto, sintió que sus pies no tocaban el piso. ¡Estaba caminando en el aire!	0:48			
				El globo tiraba de él y lo levantaba. ¡Estaba volando! Pasó cerca de un gato y Pedro y quiso agarrarse de él. Pero el globo tenía mucha fuerza y los levantó a los dos.	1:03			
				Cada vez estaban más alto. Tan alto, tan alto que casi habían llegado a las copas de los árboles.	1:12			
				El gato asustado, intentó tomarse de la rama más alta con la cola. Pero el globo tenía tanta fuerza que la rama se rompió y el globo, Pedro, el gato y la rama siguieron subiendo.	1:28			
				Cuando estaban a la altura de las nubes, Pedro vio un barrilete de colores brillantes que bailaba en el cielo.	1:36			
				La cola del barrilete se enredó en la rama y todos siguieron volando. De pronto, pasó un pájaro blanco de alas muy grandes y pico naranja.	1:48			
				El pájaro miró asombrado el globo, a Pedro, el gato, la rama y el barrilete y les preguntó: "¿Qué clase de pájaro son ustedes? ¿Qué hacen volando en el cielo?"	2:01			
				- El globo nos llevó a pasear - le contó Pedro - Pero ya es tarde y quiero volver a casa._Entonces el pájaro tomó la cola del barrilete con su gran pico y empezó a descender.	2:15			
				¡Tenía más fuerza que el globo! Pronto llegaron a la plaza.				
pedro_globo:5	Pedro y el Globo	pedro_globo	easy	Pedro iba todos los días a jugar a la plaza de su barrio. Tenía hamacas, toboganes y subibajas.	0:10	0		Mujer
				Una tarde de primavera, al llegar a la plaza, se encontró con un payaso que repartía globos a los chicos. Pedro se acercó al payaso y le pidió un inmenso globo rojo.	0:23			
				-Este globo es muy grande y tiene mucha fuerza: es un globo especial - le contó el payaso - ¿Te animás a pasear con él?	0:34			
				Pedro tomó rápidamente el globo y muy contento se dirigió a las hamacas. De pronto, sintió que sus pies no tocaban el piso. ¡Estaba caminando en el aire!	0:48			
				El globo tiraba de él y lo levantaba. ¡Estaba volando! Pasó cerca de un gato y Pedro y quiso agarrarse de él. Pero el globo tenía mucha fuerza y los levantó a los dos.	1:03			
				Cada vez estaban más alto. Tan alto, tan alto que casi habían llegado a las copas de los árboles.	1:12			
				El gato asustado, intentó tomarse de la rama más alta con la cola. Pero el globo tenía tanta fuerza que la rama se rompió y el globo, Pedro, el gato y la rama siguieron subiendo.	1:28			
				Cuando estaban a la altura de las nubes, Pedro vio un barrilete de colores brillantes que bailaba en el cielo.	1:36			
				La cola del barrilete se enredó en la rama y todos siguieron volando. De pronto, pasó un pájaro blanco de alas muy grandes y pico naranja.	1:48			
				El pájaro miró asombrado el globo, a Pedro, el gato, la rama y el barrilete y les preguntó: "¿Qué clase de pájaro son ustedes? ¿Qué hacen volando en el cielo?"	2:01			
				- El globo nos llevó a pasear - le contó Pedro - Pero ya es tarde y quiero volver a casa._Entonces el pájaro tomó la cola del barrilete con su gran pico y empezó a descender.	2:15			
				¡Tenía más fuerza que el globo! Pronto llegaron a la plaza.				
dia_pesca	Un día de Pesca	dia_pesca	easy	Pablito esperaba el sábado desde hacía muchas, muchísimas semanas porque ese día iría con su hermano Juan a pescar al río.	0:11	1		Mujer
				Juan le había hecho una hermosa caña azul. También le había enseñado a tirar lejos y con fuerza.	0:19			
				Pablito practicó mucho: tomaba la caña con las dos manos, la extendía hacia atrás y luego...sacando el dedo del carretel, dejaba que el hilo corriera lejos, muy lejos, hacia adelante.	0:33			
				La mañana del sábado, Pablito fue el primero en levantarse y en preparar la caja de pesca y la caña.	0:40			
				Después de un largo viaje en colectivo, llegaron a un lugar con muchos árboles, pájaros y varios pescadores a orillas del río.	0:48			
				Juan armó las cañas. Tomó la caña azul de Pablito y al final del hilo ató el anzuelo, colocó una boyita y la carnada.	0:58			
				Pablito miraba con atención, la próxima vez tendría que encarnar él solo. 	1:12			
				¡Ahora sí! ¡Anzuelo al agua! Juan y Pablito se pararon en la orilla y tiraron los hilos de las cañas. Como Pablito había practicado mucho, su anzuelo cayó lejos. Todo había salido de maravillas. Pero, enseguida, sintió que la caña se iba para abajo. ¿Los peces estaban picando?	1:27			
				"¡Sí! iSí! ¡Los peces no pudieron resistirse!" pensaba Pablito mientras enrollaba el hilo.	1:35			
				"¡Pesqué, pesqué!", repetía mientras imaginaba la cara de asombro de los demás pescadores al ver el enorme pescado que traía.	1:45			
				Le costó mucho tirar del hilo y sacar el anzuelo fuera del agua. ¡Qué desilusión! En lugar de un enorme pez había pescado un viejo zapato. Los pescadores se reían a carcajadas.	2:00			
				Pero a Pablito no lo vencían fácilmente. Colocó el zapato en su caja de pesca, buscó otro pedacito de carne y lo puso en el anzuelo. 	2:10			
				¡Todos verían qué bien pescaba! Y así fue como una y otra vez Pablito encarnó, tiró lejos y sintió que los peces picaban.	2:22			
				Pero cuando sacaba el anzuelo sólo pescaba carcajadas. Es que todos se reían cuando en la punta de la caña veían aparecer esos extraños pescados.	2:33			
				Una vez trajo un zapato, compañero del primero; otra vez trajo una media y otra vez un par de pantalones. Sin quererlo, Pablito se convirtió en el centro del lugar. 	2:49			
				Todos lo miraban y esperaban para ver qué aparecería en el extremo de la caña. Al final pescó una remera verde.	2:57			
				Mientras un pescador se probaba la remera, otro miraba cuál era el número de los zapatos y otro comprobaba que el pantalon era resistente.	3:07			
				Así fue como Pablito cambió a los pescadores las diferentes prendas por dos docenas de medialunas, una pelota de fútbol y un balde lleno de peces.	3:19			
				Además, ellos lo invitaron junto con Juan a volver a la semana siguiente a ir de pesca a otros lugares.	3:28			
				Pablito y Juan volvieron a su casa muy contentos. ¡No sólo tenían varios pescados sino también un montón de amigos nuevos!				
dia_pesca:2	Un día de Pesca	dia_pesca	easy	Pablito esperaba el sábado desde hacía muchas, muchísimas semanas porque ese día iría con su hermano Juan a pescar al río.	0:11	0		Mujer
				Juan le había hecho una hermosa caña azul. También le había enseñado a tirar lejos y con fuerza.	0:19			
				Pablito practicó mucho: tomaba la caña con las dos manos, la extendía hacia atrás y luego...sacando el dedo del carretel, dejaba que el hilo corriera lejos, muy lejos, hacia adelante.	0:33			
				La mañana del sábado, Pablito fue el primero en levantarse y en preparar la caja de pesca y la caña.	0:40			
				Después de un largo viaje en colectivo, llegaron a un lugar con muchos árboles, pájaros y varios pescadores a orillas del río.	0:48			
				Juan armó las cañas. Tomó la caña azul de Pablito y al final del hilo ató el anzuelo, colocó una boyita y la carnada.	0:58			
				Pablito miraba con atención, la próxima vez tendría que encarnar él solo. ¡Ahora sí! ¡Anzuelo al agua! Juan y Pablito se pararon en la orilla y tiraron los hilos de las cañas.	1:12			
				Como Pablito había practicado mucho, su anzuelo cayó lejos. Todo había salido de maravillas. Pero, enseguida, sintió que la caña se iba para abajo. ¿Los peces estaban picando?	1:27			
				"¡Sí! iSí! ¡Los peces no pudieron resistirse!" pensaba Pablito mientras enrollaba el hilo.	1:35			
				"¡Pesqué, pesqué!", repetía mientras imaginaba la cara de asombro de los demás pescadores al ver el enorme pescado que traía.	1:45			
				Le costó mucho tirar del hilo y sacar el anzuelo fuera del agua. ¡Qué desilusión! En lugar de un enorme pez había pescado un viejo zapato. Los pescadores se reían a carcajadas.	2:00			
				Pero a Pablito no lo vencían fácilmente. Colocó el zapato en su caja de pesca, buscó otro pedacito de carne y lo puso en el anzuelo. 	2:10			
				¡Todos verían qué bien pescaba! Y así fue como una y otra vez Pablito encarnó, tiró lejos y sintió que los peces picaban.	2:22			
				Pero cuando sacaba el anzuelo sólo pescaba carcajadas. Es que todos se reían cuando en la punta de la caña veían aparecer esos extraños pescados.	2:33			
				Una vez trajo un zapato, compañero del primero; otra vez trajo una media y otra vez un par de pantalones. Sin quererlo, Pablito se convirtió en el centro del lugar. 	2:49			
				Todos lo miraban y esperaban para ver qué aparecería en el extremo de la caña. Al final pescó una remera verde.	2:57			
				Mientras un pescador se probaba la remera, otro miraba cuál era el número de los zapatos y otro comprobaba que el pantalon era resistente.	3:07			
				Así fue como Pablito cambió a los pescadores las diferentes prendas por dos docenas de medialunas, una pelota de fútbol y un balde lleno de peces.	3:19			
				Además, ellos lo invitaron junto con Juan a volver a la semana siguiente a ir de pesca a otros lugares.	3:28			
				Pablito y Juan volvieron a su casa muy contentos. ¡No sólo tenían varios pescados sino también un montón de amigos nuevos!				
dia_pesca:3	Un día de Pesca	dia_pesca	easy	Pablito esperaba el sábado desde hacía muchas, muchísimas semanas porque ese día iría con su hermano Juan a pescar al río.	0:11	0		Mujer
				Juan le había hecho una hermosa caña azul. También le había enseñado a tirar lejos y con fuerza.	0:19			
				Pablito practicó mucho: tomaba la caña con las dos manos, la extendía hacia atrás y luego...sacando el dedo del carretel, dejaba que el hilo corriera lejos, muy lejos, hacia adelante.	0:33			
				La mañana del sábado, Pablito fue el primero en levantarse y en preparar la caja de pesca y la caña.	0:40			
				Después de un largo viaje en colectivo, llegaron a un lugar con muchos árboles, pájaros y varios pescadores a orillas del río.	0:48			
				Juan armó las cañas. Tomó la caña azul de Pablito y al final del hilo ató el anzuelo, colocó una boyita y la carnada.	0:58			
				Pablito miraba con atención, la próxima vez tendría que encarnar él solo. ¡Ahora sí! ¡Anzuelo al agua! Juan y Pablito se pararon en la orilla y tiraron los hilos de las cañas.	1:12			
				Como Pablito había practicado mucho, su anzuelo cayó lejos. Todo había salido de maravillas. Pero, enseguida, sintió que la caña se iba para abajo. ¿Los peces estaban picando?	1:27			
				"¡Sí! iSí! ¡Los peces no pudieron resistirse!" pensaba Pablito mientras enrollaba el hilo.	1:35			
				"¡Pesqué, pesqué!", repetía mientras imaginaba la cara de asombro de los demás pescadores al ver el enorme pescado que traía.	1:45			
				Le costó mucho tirar del hilo y sacar el anzuelo fuera del agua. ¡Qué desilusión! En lugar de un enorme pez había pescado un viejo zapato. Los pescadores se reían a carcajadas.	2:00			
				Pero a Pablito no lo vencían fácilmente. Colocó el zapato en su caja de pesca, buscó otro pedacito de carne y lo puso en el anzuelo. 	2:10			
				¡Todos verían qué bien pescaba! Y así fue como una y otra vez Pablito encarnó, tiró lejos y sintió que los peces picaban.	2:22			
				Pero cuando sacaba el anzuelo sólo pescaba carcajadas. Es que todos se reían cuando en la punta de la caña veían aparecer esos extraños pescados.	2:33			
				Una vez trajo un zapato, compañero del primero; otra vez trajo una media y otra vez un par de pantalones. Sin quererlo, Pablito se convirtió en el centro del lugar. 	2:49			
				Todos lo miraban y esperaban para ver qué aparecería en el extremo de la caña. Al final pescó una remera verde.	2:57			
				Mientras un pescador se probaba la remera, otro miraba cuál era el número de los zapatos y otro comprobaba que el pantalon era resistente.	3:07			
				Así fue como Pablito cambió a los pescadores las diferentes prendas por dos docenas de medialunas, una pelota de fútbol y un balde lleno de peces.	3:19			
				Además, ellos lo invitaron junto con Juan a volver a la semana siguiente a ir de pesca a otros lugares.	3:28			
				Pablito y Juan volvieron a su casa muy contentos. ¡No sólo tenían varios pescados sino también un montón de amigos nuevos!				
dia_pesca:4	Un día de Pesca	dia_pesca	easy	Pablito esperaba el sábado desde hacía muchas, muchísimas semanas porque ese día iría con su hermano Juan a pescar al río.	0:11	0		Mujer
				Juan le había hecho una hermosa caña azul. También le había enseñado a tirar lejos y con fuerza.	0:19			
				Pablito practicó mucho: tomaba la caña con las dos manos, la extendía hacia atrás y luego...sacando el dedo del carretel, dejaba que el hilo corriera lejos, muy lejos, hacia adelante.	0:33			
				La mañana del sábado, Pablito fue el primero en levantarse y en preparar la caja de pesca y la caña.	0:40			
				Después de un largo viaje en colectivo, llegaron a un lugar con muchos árboles, pájaros y varios pescadores a orillas del río.	0:48			
				Juan armó las cañas. Tomó la caña azul de Pablito y al final del hilo ató el anzuelo, colocó una boyita y la carnada.	0:58			
				Pablito miraba con atención, la próxima vez tendría que encarnar él solo. ¡Ahora sí! ¡Anzuelo al agua! Juan y Pablito se pararon en la orilla y tiraron los hilos de las cañas.	1:12			
				Como Pablito había practicado mucho, su anzuelo cayó lejos. Todo había salido de maravillas. Pero, enseguida, sintió que la caña se iba para abajo. ¿Los peces estaban picando?	1:27			
				"¡Sí! iSí! ¡Los peces no pudieron resistirse!" pensaba Pablito mientras enrollaba el hilo.	1:35			
				"¡Pesqué, pesqué!", repetía mientras imaginaba la cara de asombro de los demás pescadores al ver el enorme pescado que traía.	1:45			
				Le costó mucho tirar del hilo y sacar el anzuelo fuera del agua. ¡Qué desilusión! En lugar de un enorme pez había pescado un viejo zapato. Los pescadores se reían a carcajadas.	2:00			
				Pero a Pablito no lo vencían fácilmente. Colocó el zapato en su caja de pesca, buscó otro pedacito de carne y lo puso en el anzuelo. 	2:10			
				¡Todos verían qué bien pescaba! Y así fue como una y otra vez Pablito encarnó, tiró lejos y sintió que los peces picaban.	2:22			
				Pero cuando sacaba el anzuelo sólo pescaba carcajadas. Es que todos se reían cuando en la punta de la caña veían aparecer esos extraños pescados.	2:33			
				Una vez trajo un zapato, compañero del primero; otra vez trajo una media y otra vez un par de pantalones. Sin quererlo, Pablito se convirtió en el centro del lugar. 	2:49			
				Todos lo miraban y esperaban para ver qué aparecería en el extremo de la caña. Al final pescó una remera verde.	2:57			
				Mientras un pescador se probaba la remera, otro miraba cuál era el número de los zapatos y otro comprobaba que el pantalon era resistente.	3:07			
				Así fue como Pablito cambió a los pescadores las diferentes prendas por dos docenas de medialunas, una pelota de fútbol y un balde lleno de peces.	3:19			
				Además, ellos lo invitaron junto con Juan a volver a la semana siguiente a ir de pesca a otros lugares.	3:28			
				Pablito y Juan volvieron a su casa muy contentos. ¡No sólo tenían varios pescados sino también un montón de amigos nuevos!				
dia_pesca:5	Un día de Pesca	dia_pesca	easy	vacio	0:13	0		Mujer
piratas_cantores	Los Piratas Cantores	piratas_cantores	easy	El capitán pirata nunca pudo tener un loro hablador para que se parara sobre su hombro. Por mucho que trató, jamás pudo conseguir uno. En su lugar tenía un canario cantor.	0:15	1		Mujer
				El pajarito sabía muchas canciones. Canciones alegres y también canciones tristes que hacían lagrimear a los piratas.	0:23			
				Cuando tenían que hacer las pesadas tareas de a bordo, el canario cantaba canciones alegres y todo era más fácil. Pero había un problema. Eran piratas, y como todos los piratas, se dedicaban a robar la carga de otros barcos.	0:38			
				Cada vez que se acercaban a un barco para robarle su cargamento, el canario cantaba canciones tristes. Entonces los feroces piratas se emocionaban hasta las lágrimas y no podían robar ni una moneda.	0:52			
				El asunto es que como se habían encariñado tanto con el pájaro, no lo podían echar ni deshacerse de él. La cosa se puso fea.	1:01			
				Hacía rato que los cofres de los piratas donde guardaban las monedas robadas estaban vacíos. Entonces al capitán se le ocurrió una idea salvadora.	1:11			
				Formarían un coro; todos aprenderían a cantar, del primero al último tripulante, y saldrían por el mundo a cantar.	1:20			
				No fue fácil pero después de mucho practicar, dirigidos por el canario, los piratas lograron cantar muy bien y se olvidaron de robar otros barcos.Siguieron navegando, recorriendo el mundo.	1:33			
				Se presentaron en los puertos más importantes para cantar sus canciones. La gente iba a montones a escuchar al coro de piratas. Hacían largas colas para comprar su entrada. ¡Hasta grabaron un disco!	1:47			
				Les fue tan bien en sus actuaciones que con lo que ganaron llenaron sus cofres de monedas.				
piratas_cantores:2	Los Piratas Cantores	piratas_cantores	easy	El capitán pirata nunca pudo tener un loro hablador para que se parara sobre su hombro. Por mucho que trató, jamás pudo conseguir uno. En su lugar tenía un canario cantor.	0:15	0		Mujer
				El pajarito sabía muchas canciones. Canciones alegres y también canciones tristes que hacían lagrimear a los piratas.	0:23			
				Cuando tenían que hacer las pesadas tareas de a bordo, el canario cantaba canciones alegres y todo era más fácil. Pero había un problema. Eran piratas, y como todos los piratas, se dedicaban a robar la carga de otros barcos.	0:38			
				Cada vez que se acercaban a un barco para robarle su cargamento, el canario cantaba canciones tristes. Entonces los feroces piratas se emocionaban hasta las lágrimas y no podían robar ni una moneda.	0:52			
				El asunto es que como se habían encariñado tanto con el pájaro, no lo podían echar ni deshacerse de él. La cosa se puso fea.	1:01			
				Hacía rato que los cofres de los piratas donde guardaban las monedas robadas estaban vacíos. Entonces al capitán se le ocurrió una idea salvadora.	1:11			
				Formarían un coro; todos aprenderían a cantar, del primero al último tripulante, y saldrían por el mundo a cantar.	1:20			
				No fue fácil pero después de mucho practicar, dirigidos por el canario, los piratas lograron cantar muy bien y se olvidaron de robar otros barcos.Siguieron navegando, recorriendo el mundo.	1:33			
				Se presentaron en los puertos más importantes para cantar sus canciones. La gente iba a montones a escuchar al coro de piratas. Hacían largas colas para comprar su entrada. ¡Hasta grabaron un disco!	1:47			
				Les fue tan bien en sus actuaciones que con lo que ganaron llenaron sus cofres de monedas.				
piratas_cantores:3	Los Piratas Cantores	piratas_cantores	easy	El capitán pirata nunca pudo tener un loro hablador para que se parara sobre su hombro. Por mucho que trató, jamás pudo conseguir uno. En su lugar tenía un canario cantor.	0:15	0		Mujer
				El pajarito sabía muchas canciones. Canciones alegres y también canciones tristes que hacían lagrimear a los piratas.	0:23			
				Cuando tenían que hacer las pesadas tareas de a bordo, el canario cantaba canciones alegres y todo era más fácil. Pero había un problema. Eran piratas, y como todos los piratas, se dedicaban a robar la carga de otros barcos.	0:38			
				Cada vez que se acercaban a un barco para robarle su cargamento, el canario cantaba canciones tristes. Entonces los feroces piratas se emocionaban hasta las lágrimas y no podían robar ni una moneda.	0:52			
				El asunto es que como se habían encariñado tanto con el pájaro, no lo podían echar ni deshacerse de él. La cosa se puso fea.	1:01			
				Hacía rato que los cofres de los piratas donde guardaban las monedas robadas estaban vacíos. Entonces al capitán se le ocurrió una idea salvadora.	1:11			
				Formarían un coro; todos aprenderían a cantar, del primero al último tripulante, y saldrían por el mundo a cantar.	1:20			
				No fue fácil pero después de mucho practicar, dirigidos por el canario, los piratas lograron cantar muy bien y se olvidaron de robar otros barcos.Siguieron navegando, recorriendo el mundo.	1:33			
				Se presentaron en los puertos más importantes para cantar sus canciones. La gente iba a montones a escuchar al coro de piratas. Hacían largas colas para comprar su entrada. ¡Hasta grabaron un disco!	1:47			
				Les fue tan bien en sus actuaciones que con lo que ganaron llenaron sus cofres de monedas.				
piratas_cantores:4	Los Piratas Cantores	piratas_cantores	easy	El capitán pirata nunca pudo tener un loro hablador para que se parara sobre su hombro. Por mucho que trató, jamás pudo conseguir uno. En su lugar tenía un canario cantor.	0:15	0		Mujer
				El pajarito sabía muchas canciones. Canciones alegres y también canciones tristes que hacían lagrimear a los piratas.	0:23			
				Cuando tenían que hacer las pesadas tareas de a bordo, el canario cantaba canciones alegres y todo era más fácil. Pero había un problema. Eran piratas, y como todos los piratas, se dedicaban a robar la carga de otros barcos.	0:38			
				Cada vez que se acercaban a un barco para robarle su cargamento, el canario cantaba canciones tristes. Entonces los feroces piratas se emocionaban hasta las lágrimas y no podían robar ni una moneda.	0:52			
				El asunto es que como se habían encariñado tanto con el pájaro, no lo podían echar ni deshacerse de él. La cosa se puso fea.	1:01			
				Hacía rato que los cofres de los piratas donde guardaban las monedas robadas estaban vacíos. Entonces al capitán se le ocurrió una idea salvadora.	1:11			
				Formarían un coro; todos aprenderían a cantar, del primero al último tripulante, y saldrían por el mundo a cantar.	1:20			
				No fue fácil pero después de mucho practicar, dirigidos por el canario, los piratas lograron cantar muy bien y se olvidaron de robar otros barcos.Siguieron navegando, recorriendo el mundo.	1:33			
				Se presentaron en los puertos más importantes para cantar sus canciones. La gente iba a montones a escuchar al coro de piratas. Hacían largas colas para comprar su entrada. ¡Hasta grabaron un disco!	1:47			
				Les fue tan bien en sus actuaciones que con lo que ganaron llenaron sus cofres de monedas.				
piratas_cantores:5	Los Piratas Cantores	piratas_cantores	easy	vacio	0:09	0		Mujer
baile	El Baile	baile	easy	Un día, hace mucho tiempo, un muchacho salió al monte chaqueño a cazar. En eso estaba cuando de pronto se encontró frente a un enorme oso hormiguero.	0:12	1		Mujer
				El muchacho se asustó porque sabía que el oso tenía grandes y fuertes garras con las que podía hacerle terribles heridas e incluso matarlo.	0:22			
				Pero el oso también se asustó, porque sabía que a los humanos les gusta cazar animales silvestres.	0:28			
				El muchacho recogió una rama gruesa del suelo y la levantó amenazante.	0:33			
				El oso se paró en sus patas traseras, con los brazos abiertos, poniéndose a la defensiva.	0:39			
				El muchacho comenzó a repartir golpes hacia ambos lados con el palo. Y el oso, ágilmente, los esquivaba saltando de derecha a izquierda y de izquierda a derecha.	0:50			
				Después de un rato, el oso se cansó de tanto saltar y huyó al monte.	0:56			
				El muchacho regresó al pueblo y le contó a sus amigos el episodio, haciendo la demostración de los saltos del oso.	1:03			
				Todo el pueblo se rio muchísimo con la anécdota y con la explicación. Entonces todos comenzaron a imitarlos.	1:10			
				Unos al muchacho dando palazos, y otros, al oso pegando saltos. Y así no más fue, dicen en el Chaco, cómo nació el baile.				
baile:2	El Baile	baile	easy	Un día, hace mucho tiempo, un muchacho salió al monte chaqueño a cazar. En eso estaba cuando de pronto se encontró frente a un enorme oso hormiguero.	0:12	0		Mujer
